link_id;speed_limit;road_type
202396;40;1040
202381;50;1040
202377;52;1040
202365;40;1040
382138;130;1010
382137;130;1010
201117;50;1050
201118;50;1050
396397;50;1040
395693;50;1050
395696;50;1050
395697;50;1050
395699;40;1050
395701;40;1050
395702;40;1050
399227;40;1050
399226;40;1050
399229;40;1050
395698;40;1050
395695;50;1050
395703;45;1050
397112;50;1050
397770;50;1040
397773;52;1040
396449;50;1050
396453;50;1050
391686;80;1010
391685;80;1010
391683;80;1010
202367;40;1040
202356;52;1040
220709;50;1040
220854;40;1050
220852;40;1050
220850;50;1050
394556;50;1050
394555;50;1050
395143;50;1050
395137;50;1050
395708;50;1050
205121;4;1040
205131;50;1040
205182;50;1040
220718;50;1040
220837;45;1050
214674;52;1040
394502;50;1050
394501;50;1050
394532;50;1050
394529;50;1050
214710;50;1050
210559;50;1050
210560;50;1050
210561;30;1050
209963;50;1040
209964;50;1040
209965;50;1040
209966;50;1040
209967;40;1040
209968;50;1040
211974;50;1040
205194;50;1040
205193;40;1040
205192;40;1040
205191;40;1040
205190;50;1040
218229;40;1050
383580;60;1040
391734;80;1030
205154;70;1040
217491;50;1050
217446;50;1040
215926;40;1040
215386;50;1050
394506;50;1050
394537;50;1050
394534;50;1050
394531;50;1050
394538;50;1050
203022;60;1050
203009;50;1040
215383;50;1050
214671;52;1040
216707;50;1050
216666;50;1040
199650;100;1020
199651;80;1020
199652;60;1020
199655;60;1020
199614;100;1010
199613;100;1010
200252;100;1010
200254;100;1010
200255;100;1010
384157;50;1050
209179;60;1030
209248;50;1050
209247;50;1050
209214;60;1050
200290;70;1010
200291;70;1010
200312;80;1010
199645;60;1010
199643;60;1010
199642;60;1010
199641;40;1010
199638;40;1010
199636;40;1010
199635;130;1010
199634;130;1010
199632;130;1010
199631;130;1010
199629;130;1010
200253;80;1010
215372;70;1030
199644;60;1010
199630;130;1010
200251;100;1010
209180;80;1030
199640;40;1010
199637;40;1010
199625;100;1010
199624;100;1010
199623;80;1010
199622;80;1010
199621;60;1010
199618;40;1010
199617;130;1010
199615;130;1010
201054;70;1030
200272;80;1010
200287;100;1010
200307;100;1010
200308;80;1010
200309;80;1010
199639;40;1010
199620;40;1010
218833;70;1040
200311;80;1010
200310;60;1010
200249;60;1010
200247;80;1010
200297;100;1010
200298;100;1010
201069;70;1030
199619;40;1010
199616;130;1010
200246;80;1010
209259;50;1050
209913;80;1030
209915;80;1030
199633;130;1010
199653;60;1020
209224;60;1050
209919;60;1030
200288;91;1010
209927;60;1030
383595;50;1050
384169;50;1050
214716;50;1050
200250;60;1010
209216;45;1050
208530;100;1010
200305;100;1010
200306;100;1010
208503;40;1010
208499;40;1010
209977;45;1050
208488;100;1010
218837;50;1050
200248;60;1010
201102;50;1050
200296;80;1010
215400;50;1050
214672;52;1040
201101;50;1050
200293;80;1010
200292;80;1010
215361;70;1030
217506;50;1050
214730;60;1050
200295;80;1010
200294;80;1010
200270;100;1010
200269;130;1010
200268;130;1010
201668;130;1010
202350;130;1010
202348;130;1010
202347;91;1010
202346;91;1010
209249;50;1050
384171;50;1050
218809;60;1040
209956;50;1040
199654;60;1020
209969;50;1050
209975;50;1050
200274;40;1010
200340;90;1050
208494;80;1010
209217;50;1050
209238;45;1050
209239;50;1050
209240;50;1050
208584;50;1050
208586;40;1050
383542;60;1040
218824;50;1040
217494;50;1050
397765;50;1040
397766;50;1040
208498;40;1010
208495;80;1010
208493;80;1010
208492;80;1010
208491;80;1010
395147;50;1050
385639;80;1040
385640;80;1040
382194;80;1040
382193;50;1040
382192;80;1040
209974;45;1050
209233;40;1050
200322;40;1030
200317;50;1030
200315;50;1030
200313;50;1030
199674;50;1030
199673;50;1030
199672;50;1030
199670;50;1030
199667;50;1030
199666;50;1030
199665;40;1030
199663;40;1030
199661;50;1030
215963;40;1050
219412;40;1040
219391;50;1040
219392;50;1040
209971;45;1050
394553;50;1050
394552;50;1050
394549;50;1050
394546;50;1050
202349;130;1010
385638;40;1040
385626;40;1040
385620;70;1040
385618;70;1040
385617;70;1040
385616;50;1040
385615;30;1040
208587;40;1050
208589;50;1050
208590;50;1050
208591;50;1050
208592;50;1050
208597;40;1050
208598;50;1050
208601;50;1050
208604;40;1050
208496;80;1010
386230;80;1030
383583;50;1040
205124;50;1040
205125;50;1040
205126;50;1040
203760;50;1040
203768;50;1040
203769;50;1040
203770;50;1040
203773;50;1040
203774;50;1040
203004;50;1040
202995;70;1040
203753;80;1040
202366;40;1040
383582;50;1040
395126;45;1050
395125;50;1050
395123;50;1050
395110;50;1050
395111;50;1050
208541;130;1010
223522;50;1040
223567;45;1050
223564;60;1050
223572;60;1050
223570;60;1050
223569;45;1050
223510;52;1040
223511;52;1040
208550;100;1010
208500;40;1010
208535;80;1010
383576;60;1040
397793;45;1050
397762;50;1040
397763;50;1040
397764;50;1040
397769;50;1040
395130;50;1050
395118;50;1050
394547;50;1050
205189;50;1040
205188;50;1040
205132;50;1040
219418;20;1050
395046;60;1040
396382;70;1040
396383;70;1040
396386;70;1040
397100;50;1050
395059;60;1040
394540;50;1050
394500;50;1050
394499;50;1050
220849;50;1050
201112;50;1050
201099;50;1050
223520;50;1040
223493;52;1040
223565;60;1050
223571;60;1050
200339;90;1050
201115;50;1050
201098;50;1050
200275;40;1010
200282;100;1010
200271;100;1010
397760;50;1040
396450;50;1050
394541;50;1050
394539;50;1050
383536;60;1040
205136;40;1040
397108;50;1050
395074;60;1050
395073;60;1050
223499;52;1040
397761;50;1040
397767;50;1040
397771;50;1040
396391;50;1040
397098;50;1050
395103;60;1050
205183;50;1040
218823;60;1040
220872;50;1050
397095;50;1050
395120;50;1050
223521;50;1040
223566;60;1050
208557;120;1010
208531;100;1010
395106;60;1050
218207;50;1050
220289;50;1050
220815;50;1050
220863;50;1050
394519;50;1050
395140;50;1050
395692;50;1050
202375;52;1040
214056;50;1040
211994;50;1040
211997;50;1040
212000;50;1040
216670;50;1040
208507;60;1010
208545;80;1010
208511;80;1010
212603;50;1050
212611;50;1050
213223;50;1050
213225;50;1050
213228;50;1050
213232;50;1050
215996;50;1050
214648;52;1040
203021;60;1050
204535;60;1040
232312;50;1050
213252;50;1050
215953;50;1050
215955;40;1050
215960;50;1050
215998;50;1050
231755;40;1050
201100;50;1050
223568;45;1050
223509;52;1040
215962;50;1050
202398;52;1040
202370;40;1040
220291;40;1050
220835;45;1050
220816;50;1050
205097;70;1040
205101;70;1040
202406;80;1040
205155;70;1040
214055;40;1040
213251;50;1050
215954;50;1050
215961;50;1050
223507;52;1040
223506;52;1040
209199;60;1040
209198;60;1040
209197;60;1040
211160;60;1040
213209;50;1050
394548;50;1050
223519;50;1040
223508;52;1040
208497;80;1010
397777;50;1040
396396;50;1040
383572;60;1040
202368;40;1040
232311;50;1050
395676;60;1040
395053;60;1040
394543;50;1050
214050;50;1040
215920;50;1040
217448;50;1040
220312;50;1050
220314;50;1050
220317;50;1050
223505;52;1040
223482;50;1040
223475;80;1040
211182;45;1050
202998;70;1040
212588;60;1030
220831;50;1050
383555;50;1040
394490;60;1040
214655;50;1040
217466;50;1050
220313;50;1050
205157;70;1040
396393;50;1040
383574;50;1040
223481;50;1040
214658;50;1040
204513;60;1040
220777;60;1040
200273;40;1010
397768;50;1040
220783;50;1040
395048;60;1040
396384;70;1040
396387;70;1040
200281;70;1010
402557;52;1040
219434;45;1050
219425;45;1050
220319;40;1050
209255;60;1050
214052;40;1040
220825;50;1050
220861;50;1050
223492;52;1040
201106;50;1050
402601;50;1040
201113;50;1050
395104;60;1050
395057;60;1040
396409;52;1040
394535;50;1050
208505;80;1010
212609;50;1050
212612;50;1050
213227;50;1050
215958;50;1050
220865;50;1050
204530;60;1040
394550;50;1050
394518;50;1050
209241;50;1050
208585;50;1050
210555;40;1050
210556;40;1050
205158;70;1040
203042;45;1050
216679;40;1040
223491;52;1040
202369;40;1040
214045;50;1040
204521;60;1040
220823;50;1050
204520;60;1040
216003;50;1050
220832;50;1050
395694;50;1050
394542;50;1050
215990;50;1050
216702;50;1050
205205;50;1050
216683;50;1050
383517;70;1030
384161;50;1050
220851;50;1050
394554;50;1050
394551;50;1050
396388;70;1040
220275;50;1050
202359;50;1040
207792;45;1050
207791;45;1050
207790;45;1050
207788;50;1050
207787;90;1050
207786;40;1050
208575;40;1050
208576;40;1050
208583;45;1050
208620;45;1050
208619;45;1050
208617;50;1050
208615;50;1050
208613;50;1050
208612;50;1050
208610;50;1050
208608;50;1050
208605;40;1050
208602;50;1050
208599;50;1050
208594;40;1050
208588;40;1050
395047;60;1040
390993;100;1010
402551;40;1040
402552;52;1040
402610;50;1040
402611;50;1040
395114;50;1050
220876;50;1050
396418;50;1050
382203;40;1040
382228;40;1040
385613;30;1040
384851;40;1040
384847;50;1040
382891;50;1040
397759;50;1040
203734;50;1040
385612;30;1040
382894;50;1040
395089;60;1050
395090;60;1050
395075;60;1050
202390;40;1040
203043;45;1050
203006;40;1040
203732;50;1040
203733;50;1040
203738;50;1040
203739;50;1040
203741;50;1040
203742;50;1040
203765;50;1040
203746;50;1040
205127;50;1040
205128;50;1040
205129;50;1040
205130;50;1040
216713;45;1050
394504;50;1050
394536;50;1050
394524;50;1050
202392;40;1040
203007;40;1040
203740;50;1040
203743;50;1040
203747;50;1040
397755;50;1040
397792;50;1050
397791;40;1050
397789;40;1050
397788;40;1050
397786;40;1050
397785;40;1050
403314;45;1050
403272;50;1040
402540;50;1040
402544;50;1040
402542;50;1040
212002;50;1040
212004;50;1040
212005;50;1040
212007;40;1040
212001;50;1040
209941;50;1040
209942;50;1040
209944;40;1040
209945;40;1040
209947;50;1040
209949;50;1040
209950;50;1040
209951;50;1040
209953;50;1040
209955;50;1040
203737;50;1040
395081;50;1050
395086;50;1050
395083;50;1050
395082;50;1050
399211;50;1050
402541;50;1040
385641;50;1040
212003;50;1040
209940;40;1040
205187;50;1040
233080;50;1050
233082;50;1050
233083;50;1050
233084;40;1050
233085;40;1050
233072;50;1050
233074;50;1050
233076;40;1050
394507;50;1050
213250;50;1050
213248;50;1050
213244;50;1050
213242;50;1050
213240;50;1050
213237;50;1050
213224;50;1050
212613;50;1050
203008;40;1040
203759;50;1040
203757;50;1040
203771;50;1040
203005;40;1040
200343;50;1050
200349;50;1050
200364;40;1050
200361;40;1050
200359;50;1050
200357;50;1050
200356;50;1050
200354;40;1050
210558;50;1050
210557;40;1050
213215;50;1050
211170;60;1040
209972;45;1050
209948;50;1040
223528;80;1040
209943;50;1040
203736;50;1040
203762;50;1040
204568;60;1050
203758;50;1040
202397;40;1040
203745;50;1040
395085;50;1050
399212;50;1050
399213;50;1050
399214;50;1050
399216;50;1050
399217;50;1050
399225;40;1050
399230;40;1050
403317;45;1050
403318;45;1050
403321;45;1050
403322;45;1050
403324;45;1050
403275;40;1040
403276;50;1040
403279;50;1040
403280;50;1040
403283;50;1040
403284;50;1040
403285;50;1040
403286;50;1040
403287;50;1040
403290;40;1040
403293;40;1040
395101;60;1050
395100;60;1050
395098;60;1050
395097;60;1050
395093;60;1050
395077;60;1050
395079;60;1050
395080;60;1050
399237;45;1050
395700;40;1050
403315;45;1050
403313;45;1050
397787;40;1050
397790;40;1050
402605;50;1040
386235;50;1050
385648;30;1040
213216;50;1050
211180;40;1050
233081;50;1050
233086;50;1050
233070;50;1050
233071;50;1050
231742;50;1050
220305;50;1050
395688;45;1050
396392;50;1040
397784;40;1050
403316;45;1050
403319;45;1050
403323;45;1050
403273;50;1040
399219;40;1050
398505;45;1050
217516;50;1050
212006;50;1040
209258;60;1050
204522;60;1040
398502;60;1050
398501;40;1050
398500;40;1050
398499;60;1050
395095;60;1050
210569;40;1050
210563;40;1050
210562;50;1050
211981;50;1040
203772;50;1040
395102;60;1050
399221;40;1050
198925;50;1030
199657;40;1030
199664;40;1030
199668;50;1030
199671;50;1030
200327;67;1030
200348;50;1050
386253;50;1050
399232;40;1050
203744;50;1040
395096;60;1050
398518;60;1050
398504;45;1050
403274;40;1040
402547;50;1040
398520;40;1050
396419;50;1050
403320;45;1050
210577;40;1050
209959;50;1040
209960;50;1040
209961;40;1040
205195;50;1040
396401;50;1040
396402;70;1040
396403;70;1040
396405;70;1040
396407;70;1040
396408;70;1040
395682;60;1040
383527;60;1030
205175;50;1040
204534;60;1040
209232;40;1050
220320;45;1050
208487;100;1010
208486;100;1010
208485;100;1010
208482;100;1010
208509;80;1010
220877;50;1050
198924;50;1030
233075;50;1050
399233;40;1050
215957;50;1050
233068;40;1050
213245;50;1050
213243;50;1050
213241;50;1050
213233;50;1050
213230;50;1050
212604;50;1050
395087;50;1050
398522;40;1050
398519;40;1050
399215;50;1050
399238;45;1050
213198;50;1050
402565;50;1040
402539;50;1040
402538;50;1040
402537;50;1040
397758;50;1040
216662;50;1040
233069;50;1050
233087;50;1050
233106;50;1050
233105;50;1050
402545;50;1040
402614;50;1040
384842;70;1030
208518;100;1010
208519;100;1010
208522;100;1010
208524;100;1010
208525;100;1010
214677;52;1040
210564;40;1050
233104;50;1050
215936;52;1040
208484;100;1010
201087;50;1050
201085;50;1050
201083;50;1050
201081;50;1050
201080;50;1050
201079;50;1050
201077;50;1050
201075;50;1050
201074;50;1050
201073;50;1050
201072;50;1050
200350;40;1050
200351;40;1050
200358;50;1050
200360;50;1050
200363;40;1050
200365;50;1050
199680;50;1050
199684;50;1050
199685;50;1050
199686;50;1050
199688;50;1050
199689;50;1050
199690;50;1050
199691;50;1050
199692;50;1050
199699;50;1050
200355;50;1050
201082;50;1050
216698;40;1050
396404;70;1040
396406;70;1040
231738;50;1050
201096;50;1050
213246;50;1050
213249;50;1050
402555;52;1040
386197;80;1030
220765;50;1040
203761;50;1040
391676;40;1010
209962;40;1040
402572;50;1040
202376;52;1040
395078;60;1050
220853;40;1050
395107;45;1050
395099;60;1050
396390;70;1040
223484;50;1040
398503;45;1050
395076;60;1050
220830;50;1050
402543;50;1040
203033;50;1050
215956;40;1050
396420;50;1050
403277;50;1040
203767;50;1040
391724;80;1030
399228;40;1050
399234;40;1050
386252;50;1050
395088;60;1050
395105;60;1050
398521;40;1050
391652;91;1010
200314;50;1030
200336;45;1050
200338;90;1050
402612;50;1040
396416;50;1050
394527;50;1050
223523;52;1040
223495;52;1040
223494;52;1040
208523;100;1010
216700;50;1050
403343;40;1050
403342;40;1050
403341;40;1050
403340;50;1050
403339;50;1050
403337;50;1050
403336;50;1050
403335;50;1050
403334;50;1050
403333;50;1050
216719;50;1050
199669;50;1030
200316;50;1030
200318;50;1030
201116;50;1050
220867;50;1050
402553;52;1040
208611;50;1050
208614;50;1050
208616;50;1050
207793;45;1050
203003;50;1040
210579;40;1050
382199;50;1040
382200;50;1040
382207;80;1040
382209;60;1040
382210;80;1040
382211;80;1040
382213;60;1040
382214;60;1040
382215;80;1040
391020;80;1040
391021;80;1040
382165;80;1040
382164;60;1040
382163;80;1040
382166;80;1040
391023;80;1040
382216;80;1040
382217;52;1040
382219;60;1040
382220;80;1040
382221;80;1040
382222;60;1040
382224;80;1040
382225;80;1040
382226;80;1040
382227;80;1040
210575;40;1050
383559;50;1040
382888;50;1040
223524;52;1040
199698;45;1050
199696;50;1050
223502;50;1040
223490;52;1040
395690;45;1050
383601;45;1050
211985;50;1040
383613;50;1050
383614;50;1050
210578;40;1050
210574;40;1050
205204;50;1050
402583;50;1040
220828;50;1050
403282;50;1040
200370;90;1050
198942;50;1030
200335;50;1050
199675;50;1050
199679;50;1050
199682;50;1050
199687;50;1050
199683;50;1050
382195;40;1040
382205;80;1040
382206;80;1040
208625;40;1050
209973;45;1050
199693;50;1050
199694;45;1050
223485;52;1040
395134;45;1050
382212;60;1040
403294;40;1040
403289;40;1040
403281;50;1040
220868;50;1050
198935;50;1030
207789;45;1050
207785;40;1050
208582;45;1050
208609;50;1050
208607;50;1050
208603;40;1050
208600;50;1050
208595;40;1050
199677;50;1050
200331;50;1050
208483;100;1010
208580;40;1050
208596;40;1050
200344;50;1050
223496;52;1040
223489;52;1040
399236;40;1050
399220;40;1050
208606;40;1050
208621;45;1050
200371;90;1050
208581;40;1050
208622;40;1050
208578;40;1050
208577;40;1050
209946;50;1040
210573;40;1050
210566;40;1050
399223;40;1050
209970;45;1050
209957;50;1040
208618;50;1050
208623;40;1050
396385;52;1040
223497;52;1040
208521;100;1010
203764;40;1040
208593;40;1050
205122;4;1040
203763;50;1040
223488;52;1040
223487;52;1040
223486;52;1040
391684;80;1010
209218;50;1050
395094;45;1050
386254;50;1050
395092;60;1050
399222;45;1050
399224;40;1050
395091;60;1050
395084;50;1050
395112;45;1050
208624;40;1050
395113;45;1050
391732;100;1030
205166;52;1040
213247;50;1050
213239;50;1050
383610;45;1050
201103;50;1050
213226;50;1050
218231;50;1050
218224;40;1050
202383;50;1040
220838;50;1050
223446;120;1010
219423;45;1050
220879;50;1050
203035;50;1050
399218;45;1050
385622;60;1040
204507;52;1040
381425;130;1010
210572;40;1050
210565;40;1050
402554;52;1040
204564;60;1050
201076;50;1050
201078;50;1050
210568;50;1050
403288;40;1040
403292;40;1040
402580;50;1040
210567;50;1050
231754;45;1050
201084;50;1050
210571;45;1050
210570;45;1050
199695;45;1050
200362;40;1050
200366;50;1050
208506;60;1010
382208;60;1040
382167;60;1040
391022;80;1040
382201;50;1040
199681;50;1050
403278;50;1040
203735;50;1040
208579;40;1050
403291;40;1040
403338;50;1050
382218;60;1040
382202;50;1040
213229;50;1050
198920;50;1030
198948;50;1030
200352;45;1050
396395;50;1040
198951;40;1030
198941;50;1030
385614;30;1040
402613;50;1040
233077;45;1050
385619;70;1040
385627;40;1040
383621;50;1050
233073;50;1050
218225;40;1050
396415;50;1050
215959;50;1050
201089;50;1050
200353;40;1050
199697;50;1050
220866;50;1050
201086;50;1050
210582;40;1050
210580;40;1050
210576;40;1050
210581;40;1050
223498;52;1040
204531;60;1040
201088;50;1050
391668;130;1010
382223;52;1040
203010;50;1040
394545;50;1050
231757;45;1050
394544;50;1050
399235;40;1050
395117;50;1050
203766;50;1040
391675;40;1010
